Kilometre,Marka,Model,Model Yılı,Motor Hacmi,Plaka,Renk,Ruhsat Cins ,Ruhsat Tip,Varyant,Vites Tipi,Yakıt Türü,Yetki Belge No,Çekiş Tipi,url,price
77.116,FIAT,EGEA,2019.0,"1,6",34CGB610,Beyaz,OTOMOBİL(AA SEDAN) ,356,1.6 MJET 120 HP URBAN PLUS DCT,Yarı Otomatik,Dizel,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/16-mjet-120-hp-urban-plus-dct-3235074,782.000 TL
59.728,RENAULT,MEGANE,2021.0,"1,5",34EAJ608,Beyaz,(OTOMOBİL(AA SEDAN) ,RFB,SEDAN JOY 1.5 BLUE DCI 115 bg EDC,Yarı Otomatik,Dizel,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-joy-15-blue-dci-115-bg-edc-3395864,920.000 TL
40.246,FIAT,EGEA,2021.0,"1,2",34EDV973,Beyaz,(OTOMOBİL(AA SEDAN) ,356,1.3 MJET 95 HP EU6D EASY,Manuel,Dizel,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/13-mjet-95-hp-eu6d-easy-3276953,690.000 TL
67.542,RENAULT,CLIO SPORT TOURER,2019.0,"1,5",34BYU691,Beyaz,OTOMABİL(AC STATİON) ,R,S.TOURER JOY 1.5 DCI 75 BG,Manuel,Dizel,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/clio-sport-tourer/dizel/stourer-joy-15-dci-75-bg-3404539,679.000 TL
101.935,DACIA,SANDERO,2019.0,"1,5",07AJA136,Beyaz,(OTOMOBİL(AB HATCHBACK) ,SD,STEPWAY 1.5 BLUE DCI 95 BG,Manuel,Dizel,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-dacia/sandero/dizel/stepway-15-blue-dci-95-bg-3395874,709.000 TL
127.447,FORD,TOURNEO COURIER JOURNEY,2019.0,"1,5",34CLF780,BUZ BEYAZI,OTOMABİL(AFÇOKAMAÇLI) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-3239571,679.000 TL
34.167,FORD,MONDEO,2020.0,"1,5",34DDV052,BUZ BEYAZI,OTOMOBİL (AA SEDAN) ,BA7,1.5L EB 165PS 4K OTOM. TITANIUM,Otomatik,Benzin,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/mondeo/benzin/15l-eb-165ps-4k-otom-titanium-3391709,1.405.000 TL
66.3,PEUGEOT,3008,2019.0,"1,5",34BHL734,Beyaz,OTOMOBİL(AF ÇOK AMAÇLI) ,M,ACTIVE LIFE 1.5 BLUEHDi 130HP EAT6 SKYPK,Otomatik,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/3008/dizel/active-life-15-bluehdi-130hp-eat6-skypk-3246602,1.350.000 TL
87.3,RENAULT,Kangoo Multix,2017.0,"1,5",06HE5555,Beyaz,KAMYONET BB VAN ,W,KANGOO MULTIX TOUCH 1.5 DCI 90 BG M8,Manuel,Dizel,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/kangoo-multix/dizel/kangoo-multix-touch-15-dci-90-bg-m8-3411471,625.000 TL
13.787,PEUGEOT,3008,2022.0,"1,6",34FGP813,Beyaz,OTOMOBİL(AF ÇOK AMAÇLI) ,M,ALLURE 1.6 PURETECH 180HP EAT8,Otomatik,Benzin,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/3008/benzin/allure-16-puretech-180hp-eat8-3393777,1.695.000 TL
76.151,BMW,2 SERISI,2021.0,"1,5",34EAY407,Beyaz,OTOMOBİL(AA SEDAN) ,F2GC,1.5 218I GRANCOUPE SPORT LINE,Yarı Otomatik,Benzin,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-bmw/2-serisi/benzin/15-218i-grancoupe-sport-line-2271639,1.488.000 TL
78.521,BMW,5 SERISI,2021.0,"1,6",34ECN967,Mavi,OTOMOBİL(AASEDAN) ,G5L,1.6 520I LUXURY LINE,Otomatik,Benzin,3400163.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/5-serisi/benzin/16-520i-luxury-line-2274769,2.322.000 TL
71.839,OPEL,INSIGNIA,2020.0,"1,6",34DAD976,Siyah,OTOMOBİL(AB HATCHBACK) ,Z-B,1.6 136HP AT6 GS EXCELLENCE OZEL SERI,Otomatik,Dizel,3400163.0,Önden,https://www.otokocikinciel.com/ikinci-el-opel/insignia/dizel/16-136hp-at6-gs-excellence-ozel-seri-2253221,1.128.000 TL
63.487,BMW,5 SERISI,2021.0,"1,6",34EGG417,Beyaz,OTOMOBİL(AA SEDAN) ,G5L,1.6 520I LUXURY LINE A,Otomatik,Benzin,1600091.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/5-serisi/benzin/16-520i-luxury-line-a-2278472,2.477.000 TL
65.197,BMW,5 SERISI,2021.0,"1,6",34ECN962,Beyaz,OTOMOBİL(AASEDAN) ,G5L,1.6 520I LUXURY LINE,Otomatik,Benzin,3400163.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/5-serisi/benzin/16-520i-luxury-line-2274730,2.451.000 TL
23.64,RENAULT,MEGANE,2019.0,"1,3",31ADR498,Beyaz,OTOMOBİL ,RFB,SEDAN JOY 1.3 TCE 140 bg,Manuel,Benzin,2000129.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/benzin/sedan-joy-13-tce-140-bg-3404518,770.000 TL
18.161,HONDA,CIVIC,2020.0,"1,5",34DNN463,Gri,Otomobil ,FK,1.5L 182 HP TURBO SPORT+ GÜVENLİK P.,Manuel,Benzin,2000129.0,Önden,https://www.otokocikinciel.com/ikinci-el-honda/civic/benzin/15l-182-hp-turbo-sport-guvenlik-p-3404554,930.000 TL
46.365,RENAULT,MEGANE,2021.0,"1,3",34EPN591,Beyaz,Otomobil ,RFB,SEDAN JOY 1.3 TCE 140 bg,Manuel,Benzin,2000129.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/benzin/sedan-joy-13-tce-140-bg-3404572,785.000 TL
75.122,BMW,3 SERISI,2021.0,"1,6",34EAU344,Gri,(OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A SPORT LINE,Otomatik,Benzin,3400163.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-sport-line-2271321,1.893.000 TL
183.328,FORD,FOCUS,2015.0,"1,5",01APS670,Beyaz,OTOMOBİL (AC STATION) ,DYB,1.5L TDCI 120PS TREND X SW POWERSHIFT,Yarı Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-trend-x-sw-powershift-2399597,680.000 TL
74.94,BMW,5 SERISI,2021.0,"1,6",34EGH576,Beyaz,OTOMOBİL(AASEDAN) ,G5L,1.6 520I SPECIAL EDITION LUXURY LINE A,Otomatik,Benzin,3500143.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/5-serisi/benzin/16-520i-special-edition-luxury-line-a-2278476,2.525.000 TL
95.039,NISSAN,QASHQAI,2016.0,"1,6",08EE202,Beyaz,OTOMOBİL(AFÇOKAMAÇLI) ,J11,Yeni DCI 130 HP SKYPACK XTRONIC,Otomatik,Dizel,5500075.0,Önden,https://www.otokocikinciel.com/ikinci-el-nissan/qashqai/dizel/yeni-dci-130-hp-skypack-xtronic-1410790,901.000 TL
125.335,BMW,3 SERISI,2017.0,2,34ETP265,Siyah,OTOMOBİL (AA SEDAN) ,3L,2.0 320D XDRIVE AUTO 4WD EDITION SPORT L,Otomatik,Dizel,5500054.0,,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/dizel/20-320d-xdrive-auto-4wd-edition-sport-l-2176865,1.544.000 TL
77.953,RENAULT,MEGANE,2020.0,"1,5",34CYY826,Gri,(OTOMOBİL(AA SEDAN) ,RFB,SEDAN TOUCH 1.5 BLUE DCI EDC 115 bg,Yarı Otomatik,Dizel,3500143.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-blue-dci-edc-115-bg-2412290,835.000 TL
94.703,VOLKSWAGEN,POLO,2020.0,"1,6",34CSB469,Beyaz,OTOMOBİL(AB HATCHBACK) ,AW,1.6 TDI SCR 95 PS COMFORTLINE DSG,Yarı Otomatik,Dizel,5500054.0,Önden,https://www.otokocikinciel.com/ikinci-el-volkswagen/polo/dizel/16-tdi-scr-95-ps-comfortline-dsg-2409991,777.000 TL
111.506,VOLKSWAGEN,POLO,2019.0,"1,6",34CPA052,Gri,OTOMOBİL(AB HATCHBACK) ,AW,1.6 TDI SCR 95 PS COMFORTLINE DSG,Yarı Otomatik,Dizel,5500075.0,Önden,https://www.otokocikinciel.com/ikinci-el-volkswagen/polo/dizel/16-tdi-scr-95-ps-comfortline-dsg-1409989,752.500 TL
77.77,PEUGEOT,3008,2019.0,"1,5",34BFM365,Beyaz,OTOMOBİL(AFÇOKAMAÇLI) ,M,ACTIVE LIFE 1.5 BLUEHDi 130HP EAT6 SKYPK,Otomatik,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/3008/dizel/active-life-15-bluehdi-130hp-eat6-skypk-3246933,1.445.000 TL
60.522,RENAULT,MEGANE,2019.0,"1,5",34CNN176,Beyaz,(OTOMOBİL(AA SEDAN) ,RFB,SEDAN TOUCH 1.5 DCI EDC 110 BG,Yarı Otomatik,Dizel,3400132.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-dci-edc-110-bg-1395767,815.000 TL
118.143,KIA,SPORTAGE,2015.0,"1,6",35BDB890,Gri,OTOMOBİL(AF MPV) ,SLS,1.6 GSL CONCEPT PLUS OTOMATIK,Otomatik,Benzin,3500143.0,Önden,https://www.otokocikinciel.com/ikinci-el-kia/sportage/benzin/16-gsl-concept-plus-otomatik-2411157,837.000 TL
90.482,FIAT,LINEA,2012.0,"1,3",58TT644,MİSTİK GRİ,OTOMOBİL ,323,1.3 MULTIJET 95 HP URBAN GSR,Manuel,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/linea/dizel/13-multijet-95-hp-urban-gsr-3413621,530.000 TL
51.515,PEUGEOT,301,2020.0,"1,5",34CPG694,Beyaz, OTOMOBİL (AA SEDAN) ,D,ACTIVE 1.5 BLUEHDI 100HP EU6.2,Manuel,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/301/dizel/active-15-bluehdi-100hp-eu62-3394507,705.000 TL
57.943,PEUGEOT,301,2020.0,"1,5",34CPS907,Beyaz,OTOMOBİL(AA SEDAN) ,D,ACTIVE 1.5 BLUEHDI 100HP EU6.2,Manuel,Dizel,3400031.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/301/dizel/active-15-bluehdi-100hp-eu62-3394508,720.000 TL
79.976,MERCEDES,C-SERISI,2021.0,"1,6",34EBA210,Beyaz,OTOMOBİL(AASEDAN) ,204,C 200 D AMG 9G-TRONIC,Otomatik,Dizel,3400152.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-mercedes/c-serisi/dizel/c-200-d-amg-9g-tronic-2271764,1.975.000 TL
69.373,BMW,3 SERISI,2021.0,"1,6",34EAU326,Mavi,(OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A SPORT LINE,Otomatik,Benzin,3400163.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-sport-line-2271338,1.805.000 TL
120.182,VOLVO,XC90,2020.0,2,34DMS538,DENİM MAVİ,OTOMOBİL(AF MPV) ,L,B5 AWD 7-KOLTUK INSCRIPTION DIZEL/ELEKTR,Otomatik,Dizel,4200148.0,,https://www.otokocikinciel.com/ikinci-el-volvo/xc90/dizel/b5-awd-7-koltuk-inscription-dizelelektr-1261775,3.657.000 TL
83.24,MERCEDES,C-SERISI,2021.0,"1,6",34EGR196,Siyah,OTOMOBİL (AA SEDAN) ,204,C 200 D AMG FL,Otomatik,Dizel,3400163.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-mercedes/c-serisi/dizel/c-200-d-amg-fl-2279167,1.968.000 TL
48.881,PEUGEOT,5008,2021.0,"1,5",34EEM412,Turuncu,OTOMOBİL(AF ÇOK AMAÇLI) ,M,GT 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/gt-15-bluehdi-130hp-eat8-2276543,1.446.000 TL
67.951,OPEL,GRANDLAND X,2021.0,"1,2",34EGV517,Beyaz,OTOMOBİL (AF ÇOK AMAÇLI) ,Z,1.2 BENZİNLİ AT-8 130HP ELEGANCE,Otomatik,Benzin,2600099.0,Önden,https://www.otokocikinciel.com/ikinci-el-opel/grandland-x/benzin/12-benzinli-at-8-130hp-elegance-1279958,1.121.000 TL
57.891,VOLVO,XC40,2021.0,"1,5",34EAC552,728 Thunder Gri Metalik,OTOMOBİL (AC STATION) ,X,T3 FWD MOMENTUM GEARTRONIC,Otomatik,Benzin,3400163.0,Önden,https://www.otokocikinciel.com/ikinci-el-volvo/xc40/benzin/t3-fwd-momentum-geartronic-2270740,1.754.000 TL
87.44,MERCEDES,C-SERISI,2021.0,"1,6",34EBA254,Gri,OTOMOBİL(AA SEDAN) ,204,C 200 D AMG 9G-TRONIC,Otomatik,Dizel,3400132.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-mercedes/c-serisi/dizel/c-200-d-amg-9g-tronic-1271707,1.902.000 TL
128.471,KIA,SPORTAGE,2015.0,"1,6",34FR6437,Gri,OTOMOBİL(AF MPV) ,SLS,1.6 GSL CONCEPT PLUS OTOMATIK,Otomatik,Benzin,3500143.0,Önden,https://www.otokocikinciel.com/ikinci-el-kia/sportage/benzin/16-gsl-concept-plus-otomatik-2412704,828.000 TL
123.187,VOLKSWAGEN,GOLF,2017.0,"1,4",34SV5936,Gri,OTOMOBİL(AC STATION) ,AU,1.4 TSI BMT 125 PS HIGHLINE DSG,Yarı Otomatik,Benzin,3400288.0,Önden,https://www.otokocikinciel.com/ikinci-el-volkswagen/golf/benzin/14-tsi-bmt-125-ps-highline-dsg-2407087,1.060.000 TL
99.313,TOYOTA,YARIS,2013.0,"1,3",10BBG86,Beyaz,1.33 COOL MULTIDR OTOMOBİL (AF ÇOK AMAÇLI) ,YARİS,Yeni 1.33 COOL Multidrive S,Otomatik,Benzin,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-toyota/yaris/benzin/yeni-133-cool-multidrive-s-2412709,658.500 TL
68.539,BMW,5 SERISI,2021.0,"1,6",34EAP637,Mavi,OTOMOBİL(AASEDAN) ,G5L,1.6 520I LUXURY LINE,Otomatik,Benzin,3400163.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/5-serisi/benzin/16-520i-luxury-line-2271540,2.419.000 TL
155.925,HONDA,CIVIC,2019.0,"1,6",34CCE952,Beyaz,OTOMOBİL (AA SEDAN) ,FK,1.6 EXECUTIVE DİZEL AT,Otomatik,Dizel,3500143.0,Önden,https://www.otokocikinciel.com/ikinci-el-honda/civic/dizel/16-executive-dizel-at-2227886,911.000 TL
62.602,BMW,5 SERISI,2021.0,"1,6",34ECN984,Gri,OTOMOBİL(AA SEDAN) ,G5L,1.6 520I LUXURY LINE,Otomatik,Benzin,1600091.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/5-serisi/benzin/16-520i-luxury-line-2274772,2.461.000 TL
107.947,FORD,FOCUS,2018.0,"1,5",34BTD575,BUZ BEYAZI,OTOMOBİL/(AA SEDAN) ,DEH,1.5L TDCI 120PS TITANIUM AUTO,Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-titanium-auto-2216216,906.000 TL
75.01,RENAULT,MEGANE,2020.0,"1,5",34CZV534,Beyaz,OTOMOBİL(AA SEDAN) ,RFB,SEDAN TOUCH 1.5 BLUE DCI EDC 115 bg,Yarı Otomatik,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-blue-dci-edc-115-bg-2252700,805.000 TL
64.419,VOLVO,XC40,2021.0,"1,5",34EAC541,ONYX Siyah,OTOMOBİL( AC STATION) ,X,T3 FWD MOMENTUM GEARTRONIC,Otomatik,Benzin,600236.0,Önden,https://www.otokocikinciel.com/ikinci-el-volvo/xc40/benzin/t3-fwd-momentum-geartronic-1270745,1.745.000 TL
55.87,SEAT,ATECA,2021.0,"1,5",34EIT262,Gri,OTOMOBİL(AC STATION) ,5FP,1.5 ECOTSI ACT 150 HP DSG S&S XPERIENCE,Yarı Otomatik,Benzin,5500054.0,Önden,https://www.otokocikinciel.com/ikinci-el-seat/ateca/benzin/15-ecotsi-act-150-hp-dsg-ss-xperience-2282392,1.140.000 TL
67.202,SKODA,KODIAQ,2021.0,"1,5",34DYA242,Gri,OTOMOBİL(AC STATION) ,NS,1.5 TSI 150 PS ACT DSG PRESTIGE EU6.2,Yarı Otomatik,Benzin,3400163.0,Önden,https://www.otokocikinciel.com/ikinci-el-skoda/kodiaq/benzin/15-tsi-150-ps-act-dsg-prestige-eu62-2269053,1.622.000 TL
45.351,FIAT,EGEA,2022.0,"1,6",34FMD992,Beyaz,(OTOMOBİL(AA SEDAN ,356,1.6 MJET 130HP URBAN DCT,Yarı Otomatik,Dizel,5500054.0,Önden,https://www.otokocikinciel.com/ikinci-el-fiat/egea/dizel/16-mjet-130hp-urban-dct-2316862,817.000 TL
124.165,SKODA,FABIA,2012.0,"1,6",16LUN64,Beyaz,OTOMOBİL(AC STATİON) ,FABİA COMBİ SCOUT 1.6 TDI 66kw,1.6 TDI CR 90HP SCOUT,Manuel,Dizel,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-skoda/fabia/dizel/16-tdi-cr-90hp-scout-3395256,624.000 TL
41.898,SEAT,ARONA,2020.0,"1,6",34DRY892,Siyah,OTOMOBİL(AB HATCHBACK) ,KJ,1.6 TDI SCR 95 HP DSG S&S STYLE,Yarı Otomatik,Dizel,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-seat/arona/dizel/16-tdi-scr-95-hp-dsg-ss-style-3396233,1.014.000 TL
123.025,NISSAN,QASHQAI,2012.0,"1,6",34RD828,Siyah, OTOMOBİL (AF ÇOK AMAÇLI) ,QASHQAİ 1.6 PLATİNİUM CVT,1.6 PLATINUM 4X2 CVT,Otomatik,Benzin,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-nissan/qashqai/benzin/16-platinum-4x2-cvt-3404204,790.000 TL
74.919,FORD,FOCUS,2021.0,"1,5",34DYS919,BUZ BEYAZI,OTOMOBİL/(AA SEDAN) ,DEH,1.5L TDCI 120PS TITANIUM AUTO,Otomatik,Dizel,3400132.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-titanium-auto-1269387,1.026.000 TL
66.472,MERCEDES,C-SERISI,2021.0,"1,6",34EBA148,Gri,OTOMOBİL(AA SEDAN) ,204,C 200 D AMG 9G-TRONIC,Otomatik,Dizel,3500164.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-mercedes/c-serisi/dizel/c-200-d-amg-9g-tronic-1271670,1.914.000 TL
123.469,FORD,TOURNEO COURIER JOURNEY,2020.0,"1,5",34CTB496,BUZ BEYAZI, OTOMOBİL ( AF MPV ) ,JB8 ,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,5500054.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-2249191,655.000 TL
68.98,FORD,KUGA,2022.0,"1,5",34FGR539,BUZ BEYAZI,OTOMOBİL(AF ÇOK AMAÇLI) ,DFK,1.5L ECOBLUE 120PS TITANIUM AUTOMATIC,Otomatik,Dizel,3400288.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-titanium-automatic-2307629,1.338.000 TL
78.068,FORD,FOCUS,2021.0,"1,5",34DYS776,Aytozu Grisi,OTOMOBİL(AA SEDAN) ,DEH,1.5L TDCI 120PS TITANIUM AUTO,Otomatik,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/focus/dizel/15l-tdci-120ps-titanium-auto-2269363,1.093.000 TL
75.961,BMW,3 SERISI,2021.0,"1,6",34EAU334,Beyaz,(OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A SPORT LINE,Otomatik,Benzin,3400163.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-sport-line-2271337,1.777.000 TL
51.706,PEUGEOT,5008,2021.0,"1,5",34EBL236,Turuncu,OTOMOBİL(AF MPV) ,M,GT 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,3500164.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/gt-15-bluehdi-130hp-eat8-1272825,1.439.000 TL
72.35,RENAULT,MEGANE,2021.0,"1,5",34EFC416,Beyaz,OTOMOBİL/(AASEDAN) ,RFB,SEDAN JOY 1.5 BLUE DCI 115 bg EDC,Yarı Otomatik,Dizel,3400288.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-joy-15-blue-dci-115-bg-edc-2277400,847.000 TL
90.842,ALFA ROMEO,GIULIETTA,2018.0,"1,6",34BMH424,MAGNEZYUM GRİ,OTOMOBİL(AF ÇOK AMAÇLI) ,940,1.6 JTD 120HP SUPER DIZEL TCT,Otomatik,Dizel,700048.0,Önden,https://www.otokocikinciel.com/ikinci-el-alfa-romeo/giulietta/dizel/16-jtd-120hp-super-dizel-tct-2209596,839.000 TL
51.365,FORD,KUGA,2020.0,"1,5",34EBL934,PASİFİK MAVİ,OTOMOBİL(AF ÇOK AMAÇLI) ,DFK,1.5L ECOBLUE 120PS STYLE AUTOMATIC,Otomatik,Dizel,3400163.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/kuga/dizel/15l-ecoblue-120ps-style-automatic-2272872,1.130.000 TL
64.695,BMW,3 SERISI,2021.0,"1,6",34EKV762,Siyah,(OTOMOBİL(AA SEDAN) ,G3L,1.6 320I A SPORT LINE,Otomatik,Benzin,3400152.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-bmw/3-serisi/benzin/16-320i-a-sport-line-2284464,1.849.000 TL
56.856,PEUGEOT,5008,2021.0,"1,5",34EGU329,Mavi,OTOMOBİL(AF ÇOK AMAÇLI) ,M,ALLURE 1.5 BLUEHDI 130HP EAT8,Otomatik,Dizel,3400288.0,Önden,https://www.otokocikinciel.com/ikinci-el-peugeot/5008/dizel/allure-15-bluehdi-130hp-eat8-2279919,1.434.000 TL
70.481,MERCEDES,C-SERISI,2021.0,"1,6",34EBA189,Mavi,OTOMOBİL(AA SEDAN) ,204,C 200 DEXCLUSIVE 9G-TRONIC,Otomatik,Dizel,3400031.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-mercedes/c-serisi/dizel/c-200-dexclusive-9g-tronic-3271760,1.869.000 TL
160.5,CITROEN,C3,2017.0,"1,6",44AFG294,Beyaz,OTTOMOBİL AB HECBEK ,S,LIVE 1.6 BLUEHDI 75HP S&S BVM5,Manuel,Dizel,4400081.0,Önden,https://www.otokocikinciel.com/ikinci-el-citroen/c3/dizel/live-16-bluehdi-75hp-ss-bvm5-3415290,625.000 TL
119.921,RENAULT,MEGANE,2019.0,"1,5",34CHJ540,Beyaz,(OTOMOBİL(AA SEDAN) ,RFB,Sedan TOUCH 1.5 dCi EDC 110 bg,Yarı Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-dci-edc-110-bg-2236029,785.000 TL
71.246,TOYOTA,COROLLA,2021.0,"1,8",34DTN216,Gri,OTOMOBİL(AA SEDAN) ,"ZEE1EE(EU,M)",1.8 HYBRID DREAM E-CVT,Otomatik,Hibrit,4300072.0,Önden,https://www.otokocikinciel.com/ikinci-el-toyota/corolla/hibrit/18-hybrid-dream-e-cvt-2267609,888.000 TL
69.044,TOYOTA,COROLLA,2021.0,"1,8",34DUN325,Gri,OTOMOBİL(AA SEDAN) ,"ZEE1EE(EU,M)",1.8 HYBRID DREAM E-CVT,Otomatik,Hibrit,3400132.0,Önden,https://www.otokocikinciel.com/ikinci-el-toyota/corolla/hibrit/18-hybrid-dream-e-cvt-1267673,870.000 TL
63.439,HYUNDAI,KONA,2020.0,"1,6",34DUE612,Kırmızı,(OTOMOBİL(AF ÇOK AMAÇLI) ,OS,1.6 CRDI 48V 7 ILERI DCT STYLE (DIZEL),Yarı Otomatik,Dizel,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-hyundai/kona/dizel/16-crdi-48v-7-ileri-dct-style-dizel-2267350,942.000 TL
80.357,RENAULT,MEGANE,2021.0,"1,5",34ECF045,Beyaz,OTOMOBİL(AASEDAN) ,RFB,SEDAN TOUCH 1.5 BLUE DCI EDC 115 bg,Yarı Otomatik,Dizel,1600091.0,Önden,https://www.otokocikinciel.com/ikinci-el-renault/megane/dizel/sedan-touch-15-blue-dci-edc-115-bg-2274328,888.000 TL
66.522,MERCEDES,C-SERISI,2021.0,"1,6",34EBA185,Beyaz,OTOMOBİL(AASEDAN) ,204,C 200 D AMG 9G-TRONIC,Otomatik,Dizel,3400163.0,Arkadan,https://www.otokocikinciel.com/ikinci-el-mercedes/c-serisi/dizel/c-200-d-amg-9g-tronic-2271698,1.903.000 TL
79.315,FORD,TOURNEO COURIER JOURNEY,2020.0,"1,5",34CTC191,BUZ BEYAZI,OTOMABİL (AF MPV) ,JB8,1.5L TDCI 100PS JOURNEY TITANIUM EU6.2,Manuel,Dizel,3400132.0,Önden,https://www.otokocikinciel.com/ikinci-el-ford/tourneo-courier-journey/dizel/15l-tdci-100ps-journey-titanium-eu62-1249233,674.500 TL
66.735,SKODA,SUPERB,2021.0,"1,5",34EIS217,Gri,OTOMOBİL(AAA SEDAN) ,3T,1.5 TSI 150 PS DSG ACT PREMIUM,Yarı Otomatik,Benzin,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-skoda/superb/benzin/15-tsi-150-ps-dsg-act-premium-2282507,1.181.000 TL
69.758,OPEL,GRANDLAND X,2021.0,"1,2",34EGV729,Gri,OTOMOBİL(AF ÇOK AMAÇLI) ,Z,1.2 BENZİNLİ AT-8 130HP ELEGANCE,Otomatik,Benzin,100025.0,Önden,https://www.otokocikinciel.com/ikinci-el-opel/grandland-x/benzin/12-benzinli-at-8-130hp-elegance-2279965,1.072.000 TL
84.644,VOLKSWAGEN,POLO,2020.0,"1,6",34CTA871,Beyaz,OTOMOBİL(AB HATCHBACK) ,AW,1.6 TDI SCR 95 PS COMFORTLINE DSG,Yarı Otomatik,Dizel,3400132.0,Önden,https://www.otokocikinciel.com/ikinci-el-volkswagen/polo/dizel/16-tdi-scr-95-ps-comfortline-dsg-1405462,811.000 TL
29.548,VOLVO,XC90,2022.0,2,34FCL243,726 Birch Açık Gri,OTOMOBİL(AF ÇOK AMAÇLI)MPV ,L,B5 AWD MİLD HYBRİD PLUS BRIGHT,Otomatik,Dizel,5500075.0,,https://www.otokocikinciel.com/ikinci-el-volvo/xc90/dizel/b5-awd-mild-hybrid-plus-bright-1300481,4.389.000 TL
